iata_code,location
AIK,"Aiken Regional Airport, Aiken, United States"
AIO,"Atlantic Municipal Airport, Atlantic, United States"
AIV,"George Downer Airport, Aliceville, United States"
AIZ,"Lee C Fine Memorial Airport, Kaiser Lake Ozark, United States"
AKO,"Colorado Plains Regional Airport, Akron, United States"
AKC,"Akron Fulton International Airport, Akron, United States"
ALB,"Albany International Airport, Albany, United States"
ALI,"Alice International Airport, Alice, United States"
ALM,"Alamogordo White Sands Regional Airport, Alamogordo, United States"
ALN,"St Louis Regional Airport, Alton/St Louis, United States"
ALO,"Waterloo Regional Airport, Waterloo, United States"
ALS,"San Luis Valley Regional Bergman Field, Alamosa, United States"
ALW,"Walla Walla Regional Airport, Walla Walla, United States"
ALX,"Thomas C Russell Field, Alexander City, United States"
AMA,"Rick Husband Amarillo International Airport, Amarillo, United States"
AMN,"Gratiot Community Airport, Alma, United States"
AMW,"Ames Municipal Airport, Ames, United States"
ANB,"Anniston Regional Airport, Anniston, United States"
AND,"Anderson Regional Airport, Anderson, United States"
SLT,"Harriet Alexander Field, Salida, United States"
ANP,"Lee Airport, Annapolis, United States"
ANQ,"Tri State Steuben County Airport, Angola, United States"
ANW,"Ainsworth Regional Airport, Ainsworth, United States"
ANY,"Anthony Municipal Airport, Anthony, United States"
AOH,"Lima Allen County Airport, Lima, United States"
AOO,"Altoona Blair County Airport, Altoona, United States"
APA,"Centennial Airport, Denver, United States"
APC,"Napa County Airport, Napa, United States"
APF,"Naples Municipal Airport, Naples, United States"
APG,"Phillips Army Air Field, Aberdeen Proving Grounds(Aberdeen), United States"
APH,"A P Hill AAF (Fort A P Hill) Airport, Fort A. P. Hill, United States"
APN,"Alpena County Regional Airport, Alpena, United States"
APT,"Marion County Brown Field, Jasper, United States"
APV,"Apple Valley Airport, Apple Valley, United States"
KAQ,"Kamulai Airport, Kamulai Mission, Papua New Guinea"
ARA,"Acadiana Regional Airport, New Iberia, United States"
ARB,"Ann Arbor Municipal Airport, Ann Arbor, United States"
ARG,"Walnut Ridge Regional Airport, Walnut Ridge, United States"
WHT,"Wharton Regional Airport, Wharton, United States"
AUZ,"Aurora Municipal Airport, Chicago/Aurora, United States"
ART,"Watertown International Airport, Watertown, United States"
ARV,"Lakeland-Noble F. Lee Memorial field, Minocqua-Woodruff, United States"
BFT,"Beaufort County Airport, Beaufort, United States"
ASE,"Aspen-Pitkin Co/Sardy Field, Aspen, United States"
SPZ,"Springdale Municipal Airport, Springdale, United States"
ASH,"Boire Field, Nashua, United States"
ASL,"Harrison County Airport, Marshall, United States"
ASN,"Talladega Municipal Airport, Talladega, United States"
AST,"Astoria Regional Airport, Astoria, United States"
ASX,"John F Kennedy Memorial Airport, Ashland, United States"
ASY,"Ashley Municipal Airport, Ashley, United States"
ATL,"Hartsfield Jackson Atlanta International Airport, Atlanta, United States"
ATS,"Artesia Municipal Airport, Artesia, United States"
ATW,"Appleton International Airport, Appleton, United States"
ATY,"Watertown Regional Airport, Watertown, United States"
AUG,"Augusta State Airport, Augusta, United States"
AUM,"Austin Municipal Airport, Austin, United States"
AUN,"Auburn Municipal Airport, Auburn, United States"
AUO,"Auburn University Regional Airport, Auburn, United States"
AUS,"Austin Bergstrom International Airport, Austin, United States"
AUW,"Wausau Downtown Airport, Wausau, United States"
AVL,"Asheville Regional Airport, Asheville, United States"
AVO,"Avon Park Executive Airport, Avon Park, United States"
AVP,"Wilkes Barre Scranton International Airport, Wilkes-Barre/Scranton, United States"
AVW,"Marana Regional Airport, Tucson, United States"
AVX,"Catalina Airport, Avalon, United States"
AWM,"West Memphis Municipal Airport, West Memphis, United States"
AXG,"Algona Municipal Airport, Algona, United States"
AXN,"Chandler Field, Alexandria, United States"
AXS,"Altus Quartz Mountain Regional Airport, Altus, United States"
AXV,"Neil Armstrong Airport, Wapakoneta, United States"
AXX,"Angel Fire Airport, Angel Fire, United States"
AYS,"Waycross Ware County Airport, Waycross, United States"
TUH,"Arnold Air Force Base, Tullahoma, United States"
AZO,"Kalamazoo Battle Creek International Airport, Kalamazoo, United States"
BAB,"Beale Air Force Base, Marysville, United States"
BAD,"Barksdale Air Force Base, Bossier City, United States"
BAF,"Westfield-Barnes Regional Airport, Westfield/Springfield, United States"
CLU,"Columbus Municipal Airport, Columbus, United States"
BAM,"Battle Mountain Airport, Battle Mountain, United States"
BBB,"Benson Municipal Airport, Benson, United States"
BBD,"Curtis Field, Brady, United States"
BTN,"Marlboro County Jetport H.E. Avent Field, Bennettsville, United States"
BBW,"Broken Bow Municipal Airport, Broken Bow, United States"
BCB,"Virginia Tech Montgomery Executive Airport, Blacksburg, United States"
BCE,"Bryce Canyon Airport, Bryce Canyon, United States"
BCT,"Boca Raton Airport, Boca Raton, United States"
BDE,"Baudette International Airport, Baudette, United States"
BDG,"Blanding Municipal Airport, Blanding, United States"
BDL,"Bradley International Airport, Hartford, United States"
BDR,"Igor I Sikorsky Memorial Airport, Bridgeport, United States"
WBU,"Boulder Municipal Airport, Boulder, United States"
KBE,"Bell Island Hot Springs Seaplane Base, Bell Island, United States"
BEC,"Beech Factory Airport, Wichita, United States"
BED,"Laurence G Hanscom Field, Bedford, United States"
BEH,"Southwest Michigan Regional Airport, Benton Harbor, United States"
BFD,"Bradford Regional Airport, Bradford, United States"
BFF,"Western Neb. Rgnl/William B. Heilig Airport, Scottsbluff, United States"
BFI,"Boeing Field King County International Airport, Seattle, United States"
BFL,"Meadows Field, Bakersfield, United States"
BFM,"Mobile Downtown Airport, Mobile, United States"
BFR,"Virgil I Grissom Municipal Airport, Bedford, United States"
BGD,"Hutchinson County Airport, Borger, United States"
BGE,"Decatur County Industrial Air Park, Bainbridge, United States"
BGM,"Greater Binghamton/Edwin A Link field, Binghamton, United States"
BGR,"Bangor International Airport, Bangor, United States"
BHB,"Hancock County-Bar Harbor Airport, Bar Harbor, United States"
BHM,"Birmingham-Shuttlesworth International Airport, Birmingham, United States"
BID,"Block Island State Airport, Block Island, United States"
BIE,"Beatrice Municipal Airport, Beatrice, United States"
BIF,"Biggs Army Air Field (Fort Bliss), Fort Bliss/El Paso, United States"
BIH,"Eastern Sierra Regional Airport, Bishop, United States"
BIL,"Billings Logan International Airport, Billings, United States"
BIS,"Bismarck Municipal Airport, Bismarck, United States"
BIX,"Keesler Air Force Base, Biloxi, United States"
BJC,"Rocky Mountain Metropolitan Airport, Denver, United States"
BJI,"Bemidji Regional Airport, Bemidji, United States"
BJJ,"Wayne County Airport, Wooster, United States"
BKD,"Stephens County Airport, Breckenridge, United States"
BKE,"Baker City Municipal Airport, Baker City, United States"
BFK,"Buckley Air Force Base, Aurora, United States"
BKL,"Burke Lakefront Airport, Cleveland, United States"
BKT,"Allen C Perkinson Blackstone Army Air Field, Blackstone, United States"
BKW,"Raleigh County Memorial Airport, Beckley, United States"
BKX,"Brookings Regional Airport, Brookings, United States"
BLF,"Mercer County Airport, Bluefield, United States"
BLH,"Blythe Airport, Blythe, United States"
BLI,"Bellingham International Airport, Bellingham, United States"
BLM,"Monmouth Executive Airport, Belmar/Farmingdale, United States"
BLU,"Blue Canyon Nyack Airport, Emigrant Gap, United States"
BLV,"Scott AFB/Midamerica Airport, Belleville, United States"
KBM,"Kabwum, Papua New Guinea"
BMC,"Brigham City Regional Airport, Brigham City, United States"
BMG,"Monroe County Airport, Bloomington, United States"
BMI,"Central Illinois Regional Airport at Bloomington-Normal, Bloomington/Normal, United States"
BML,"Berlin Regional Airport, Berlin, United States"
BMT,"Beaumont Municipal Airport, Beaumont, United States"
BNA,"Nashville International Airport, Nashville, United States"
BNG,"Banning Municipal Airport, Banning, United States"
BNL,"Barnwell Regional Airport, Barnwell, United States"
BNO,"Burns Municipal Airport, Burns, United States"
BNW,"Boone Municipal Airport, Boone, United States"
BOI,"Boise Air Terminal/Gowen Field, Boise, United States"
BOS,"General Edward Lawrence Logan International Airport, Boston, United States"
BOW,"Bartow Municipal Airport, Bartow, United States"
HCA,"Big Spring Mc Mahon-Wrinkle Airport, Big Spring, United States"
BPI,"Miley Memorial Field, Big Piney, United States"
WMH,"Ozark Regional Airport, Mountain Home, United States"
BPT,"Southeast Texas Regional Airport, Beaumont/Port Arthur, United States"
BQK,"Brunswick Golden Isles Airport, Brunswick, United States"
BRD,"Brainerd Lakes Regional Airport, Brainerd, United States"
BRL,"Southeast Iowa Regional Airport, Burlington, United States"
BRO,"Brownsville South Padre Island International Airport, Brownsville, United States"
BRY,"Samuels Field, Bardstown, United States"
BTF,"Skypark Airport, Bountiful, United States"
BTL,"W K Kellogg Airport, Battle Creek, United States"
BTM,"Bert Mooney Airport, Butte, United States"
TTO,"Britton Municipal Airport, Britton, United States"
BTP,"Pittsburgh/Butler Regional Airport, Butler, United States"
BTR,"Baton Rouge Metropolitan Airport, Baton Rouge, United States"
BTV,"Burlington International Airport, Burlington, United States"
BTY,"Beatty Airport, Beatty, United States"
BUB,"Cram Field, Burwell, United States"
BUF,"Buffalo Niagara International Airport, Buffalo, United States"
BUM,"Butler Memorial Airport, Butler, United States"
BUR,"Bob Hope Airport, Burbank, United States"
BFP,"Beaver County Airport, Beaver Falls, United States"
BVO,"Bartlesville Municipal Airport, Bartlesville, United States"
MVW,"Skagit Regional Airport, Burlington/Mount Vernon, United States"
BVX,"Batesville Regional Airport, Batesville, United States"
BVY,"Beverly Municipal Airport, Beverly, United States"
BWC,"Brawley Municipal Airport, Brawley, United States"
BWD,"Brownwood Regional Airport, Brownwood, United States"
BWG,"Bowling Green Warren County Regional Airport, Bowling Green, United States"
BWI,"Baltimore/Washington International Thurgood Marshall Airport, Baltimore, United States"
WAH,"Harry Stern Airport, Wahpeton, United States"
BWM,"Bowman Regional Airport, Bowman, United States"
BXA,"George R Carr Memorial Air Field, Bogalusa, United States"
BXK,"Buckeye Municipal Airport, Buckeye, United States"
BYG,"Johnson County Airport, Buffalo, United States"
BYH,"Arkansas International Airport, Blytheville, United States"
BYI,"Burley Municipal Airport, Burley, United States"
BYS,"Bicycle Lake Army Air Field, Fort Irwin/Barstow, United States"
BBC,"Bay City Municipal Airport, Bay City, United States"
BZN,"Gallatin Field, Bozeman, United States"
XES,"Grand Geneva Resort Airport, Lake Geneva, United States"
PLY,"Plymouth Municipal Airport, Plymouth, United States"
CLG,"New Coalinga Municipal Airport, Coalinga, United States"
CAD,"Wexford County Airport, Cadillac, United States"
CAE,"Columbia Metropolitan Airport, Columbia, United States"
CIG,"Craig Moffat Airport, Craig, United States"
CAK,"Akron Canton Regional Airport, Akron, United States"
CAO,"Clayton Municipal Airpark, Clayton, United States"
CAR,"Caribou Municipal Airport, Caribou, United States"
CBE,"Greater Cumberland Regional Airport, Cumberland, United States"
CBF,"Council Bluffs Municipal Airport, Council Bluffs, United States"
CBK,"Shalz Field, Colby, United States"
CBM,"Columbus Air Force Base, Columbus, United States"
KCC,"Coffman Cove Seaplane Base, Coffman Cove, United States"
CCB,"Cable Airport, Upland, United States"
CCR,"Buchanan Field, Concord, United States"
CCY,"Northeast Iowa Regional Airport, Charles City, United States"
LLX,"Caledonia County Airport, Lyndonville, United States"
CDC,"Cedar City Regional Airport, Cedar City, United States"
CDH,"Harrell Field, Camden, United States"
CDN,"Woodward Field, Camden, United States"
CDR,"Chadron Municipal Airport, Chadron, United States"
CDS,"Childress Municipal Airport, Childress, United States"
CDW,"Essex County Airport, Caldwell, United States"
CEA,"Cessna Aircraft Field, Wichita, United States"
CEC,"Jack Mc Namara Field Airport, Crescent City, United States"
CEF,"Westover ARB/Metropolitan Airport, Springfield/Chicopee, United States"
CEU,"Oconee County Regional Airport, Clemson, United States"
CEV,"Mettel Field, Connersville, United States"
CEW,"Bob Sikes Airport, Crestview, United States"
CEY,"Kyle Oakley Field, Murray, United States"
CEZ,"Cortez Municipal Airport, Cortez, United States"
CFD,"Coulter Field, Bryan, United States"
TZC,"Tuscola Area Airport, Caro, United States"
CFT,"Greenlee County Airport, Clifton/Morenci, United States"
CFV,"Coffeyville Municipal Airport, Coffeyville, United States"
CGE,"Cambridge Dorchester Airport, Cambridge, United States"
CGF,"Cuyahoga County Airport, Cleveland, United States"
CGI,"Cape Girardeau Regional Airport, Cape Girardeau, United States"
CGS,"College Park Airport, College Park, United States"
CGZ,"Casa Grande Municipal Airport, Casa Grande, United States"
CHA,"Lovell Field, Chattanooga, United States"
CHK,"Chickasha Municipal Airport, Chickasha, United States"
CHO,"Charlottesville Albemarle Airport, Charlottesville, United States"
CHS,"Charleston Air Force Base-International Airport, Charleston, United States"
CIC,"Chico Municipal Airport, Chico, United States"
CID,"The Eastern Iowa Airport, Cedar Rapids, United States"
CIN,"Arthur N Neu Airport, Carroll, United States"
CIR,"Cairo Regional Airport, Cairo, United States"
CIU,"Chippewa County International Airport, Sault Ste Marie, United States"
CKA,"Kegelman AF Aux Field, Cherokee, United States"
CKB,"North Central West Virginia Airport, Clarksburg, United States"
GRM,"Grand Marais Cook County Airport, Grand Marais, United States"
CKM,"Fletcher Field, Clarksdale, United States"
CKN,"Crookston Municipal Kirkwood Field, Crookston, United States"
CKV,"Clarksville–Montgomery County Regional Airport, Clarksville, United States"
KCL,"Chignik Lagoon Airport, Chignik Flats, United States"
CLE,"Cleveland Hopkins International Airport, Cleveland, United States"
CLI,"Clintonville Municipal Airport, Clintonville, United States"
CLK,"Clinton Regional Airport, Clinton, United States"
CLL,"Easterwood Field, College Station, United States"
CLM,"William R Fairchild International Airport, Port Angeles, United States"
CLR,"Cliff Hatfield Memorial Airport, Calipatria, United States"
CLS,"Chehalis Centralia Airport, Chehalis, United States"
CLT,"Charlotte Douglas International Airport, Charlotte, United States"
CLW,"Clearwater Air Park, Clearwater, United States"
CMH,"John Glenn Columbus International Airport, Columbus, United States"
CMI,"University of Illinois Willard Airport, Champaign/Urbana, United States"
CMX,"Houghton County Memorial Airport, Hancock, United States"
CMY,"Sparta Fort Mc Coy Airport, Sparta, United States"
KCN,"Chernofski Harbor Seaplane Base, Chernofski Harbor, United States"
CNH,"Claremont Municipal Airport, Claremont, United States"
CNK,"Blosser Municipal Airport, Concordia, United States"
CNM,"Cavern City Air Terminal, Carlsbad, United States"
CNO,"Chino Airport, Chino, United States"
CNU,"Chanute Martin Johnson Airport, Chanute, United States"
CNW,"TSTC Waco Airport, Waco, United States"
CNY,"Canyonlands Field, Moab, United States"
COD,"Yellowstone Regional Airport, Cody, United States"
COE,"Coeur D'Alene - Pappy Boyington Field, Coeur d'Alene, United States"
COF,"Patrick Air Force Base, Cocoa Beach, United States"
COI,"Merritt Island Airport, Merritt Island, United States"
COM,"Coleman Municipal Airport, Coleman, United States"
CON,"Concord Municipal Airport, Concord, United States"
COS,"City of Colorado Springs Municipal Airport, Colorado Springs, United States"
COT,"Cotulla-La Salle County Airport, Cotulla, United States"
COU,"Columbia Regional Airport, Columbia, United States"
CPM,"Compton Woodley Airport, Compton, United States"
CPR,"Casper-Natrona County International Airport, Casper, United States"
CPS,"St Louis Downtown Airport, Cahokia/St Louis, United States"
HCW,"Cheraw Municipal Airport/Lynch Bellinger Field, Cheraw, United States"
KCR,"Colorado Creek Airport, Colorado Creek, United States"
CRE,"Grand Strand Airport, North Myrtle Beach, United States"
CRG,"Jacksonville Executive at Craig Airport, Jacksonville, United States"
CRO,"Corcoran Airport, Corcoran, United States"
CRP,"Corpus Christi International Airport, Corpus Christi, United States"
CLD,"Mc Clellan-Palomar Airport, Carlsbad, United States"
CRS,"C David Campbell Field Corsicana Municipal Airport, Corsicana, United States"
CRT,"Z M Jack Stell Field, Crossett, United States"
CRW,"Yeager Airport, Charleston, United States"
CRX,"Roscoe Turner Airport, Corinth, United States"
CSG,"Columbus Metropolitan Airport, Columbus, United States"
CSM,"Clinton Sherman Airport, Clinton, United States"
CSQ,"Creston Municipal Airport, Creston, United States"
CSV,"Crossville Memorial Whitson Field, Crossville, United States"
CTB,"Cut Bank International Airport, Cut Bank, United States"
CTY,"Cross City Airport, Cross City, United States"
CTZ,"Sampson County Airport, Clinton, United States"
CUB,"Jim Hamilton L.B. Owens Airport, Columbia, United States"
CUH,"Cushing Municipal Airport, Cushing, United States"
CVG,"Cincinnati Northern Kentucky International Airport, Cincinnati, United States"
CKK,"Sharp County Regional Airport, Ash Flat, United States"
CVN,"Clovis Municipal Airport, Clovis, United States"
CVO,"Corvallis Municipal Airport, Corvallis, United States"
CVS,"Cannon Air Force Base, Clovis, United States"
CWA,"Central Wisconsin Airport, Mosinee, United States"
KIP,"Kickapoo Downtown Airport, Wichita Falls, United States"
CWF,"Chennault International Airport, Lake Charles, United States"
CWI,"Clinton Municipal Airport, Clinton, United States"
CXL,"Calexico International Airport, Calexico, United States"
CXO,"Conroe-North Houston Regional Airport, Houston, United States"
CSN,"Carson Airport, Carson City, United States"
HAR,"Capital City Airport, Harrisburg, United States"
CYS,"Cheyenne Regional Jerry Olson Field, Cheyenne, United States"
KCZ,"Kochi Airport (高知空港), Nankoku, Japan"
CZT,"Dimmit County Airport, Carrizo Springs, United States"
VEX,"Tioga Municipal Airport, Tioga, United States"
DAA,"Davison Army Air Field, Fort Belvoir, United States"
DAB,"Daytona Beach International Airport, Daytona Beach, United States"
DAG,"Barstow Daggett Airport, Daggett, United States"
DAL,"Dallas Love Field, Dallas, United States"
DAN,"Danville Regional Airport, Danville, United States"
DAY,"James M Cox Dayton International Airport, Dayton, United States"
DBN,"W H 'Bud' Barron Airport, Dublin, United States"
DBQ,"Dubuque Regional Airport, Dubuque, United States"
DCA,"Ronald Reagan Washington National Airport, Washington, United States"
DCU,"Pryor Field Regional Airport, Decatur, United States"
DDC,"Dodge City Regional Airport, Dodge City, United States"
DEC,"Decatur Airport, Decatur, United States"
DEH,"Decorah Municipal Airport, Decorah, United States"
DEN,"Denver International Airport, Denver, United States"
DET,"Coleman A. Young Municipal Airport, Detroit, United States"
DFI,"Defiance Memorial Airport, Defiance, United States"
DFW,"Dallas Fort Worth International Airport, Dallas-Fort Worth, United States"
DGL,"Douglas Municipal Airport, Douglas, United States"
DGW,"Converse County Airport, Douglas, United States"
DHN,"Dothan Regional Airport, Dothan, United States"
DHT,"Dalhart Municipal Airport, Dalhart, United States"
DIK,"Dickinson Theodore Roosevelt Regional Airport, Dickinson, United States"
DKK,"Chautauqua County-Dunkirk Airport, Dunkirk, United States"
DLL,"Dillon County Airport, Dillon, United States"
DLF,"DLF Airport, Del Rio, United States"
DLH,"Duluth International Airport, Duluth, United States"
DLN,"Dillon Airport, Dillon, United States"
DLS,"Columbia Gorge Regional the Dalles Municipal Airport, The Dalles, United States"
DMA,"Davis Monthan Air Force Base, Tucson, United States"
DMN,"Deming Municipal Airport, Deming, United States"
DMO,"Sedalia Memorial Airport, Sedalia, United States"
DNL,"Daniel Field, Augusta, United States"
DNN,"Dalton Municipal Airport, Dalton, United States"
DNS,"Denison Municipal Airport, Denison, United States"
DNV,"Vermilion Regional Airport, Danville, United States"
DOV,"Dover Air Force Base, Dover, United States"
KDP,"Kandep Airport, Kandep, Papua New Guinea"
DPA,"Dupage Airport, Chicago/West Chicago, United States"
